Location,Vehicle_Count,NO2_Emissions,Traffic_Flow_Speed,Rush_Hour_Indicator,Suggested_Route_Adjustment,Hour,Day_of_Week,Weather_Conditions_Cloudy,Weather_Conditions_Hazy,Weather_Conditions_Rainy,High_Congestion
Kohinoor City,321,69.26,16.5,0,Divert via Satyana Road,22,3,False,False,False,1
Canal Road,112,55.66,51.33333333333333,0,No change needed,16,0,True,False,False,0
Ghulam Muhammad Abad,397,47.96,5.0,0,Take side streets via Millat Road,2,5,True,False,False,1
Ghulam Muhammad Abad,44,26.49,62.666666666666664,0,No change needed,12,4,True,False,False,0
D Ground,361,77.5,9.833333333333336,0,Take small connecting roads,1,5,False,True,False,1
Clock Tower,181,44.6,39.83333333333333,0,No change needed,3,4,False,False,False,0
Kohinoor City,162,19.01,43.0,0,No change needed,3,4,True,False,False,0
Susan Road,338,63.67,13.666666666666664,0,Use Madina Town Bypass,13,1,True,False,False,1
People's Colony,329,34.02,15.166666666666664,0,"Avoid peak hours, use Jaranwala Road",22,4,True,False,False,1
Ghulam Muhammad Abad,303,58.28,19.5,0,Take side streets via Millat Road,13,3,False,False,False,1
Clock Tower,217,67.64,33.833333333333336,1,No change needed,18,2,False,True,False,1
Clock Tower,384,54.03,6.0,0,Use Circular Road alternative,23,5,False,False,True,1
D Ground,30,40.79,65.0,0,No change needed,22,1,False,True,False,0
Susan Road,125,71.48,49.16666666666667,0,No change needed,22,1,True,False,False,0
Ghulam Muhammad Abad,324,55.38,16.0,0,Take side streets via Millat Road,20,2,False,False,False,1
Susan Road,152,56.71,44.66666666666667,0,No change needed,12,0,True,False,False,0
People's Colony,98,44.44,53.66666666666667,0,No change needed,21,4,False,False,True,0
Clock Tower,192,78.35,38.0,0,No change needed,23,3,False,True,False,0
D Ground,243,51.69,29.5,0,No change needed,2,4,False,False,True,1
D Ground,191,57.94,38.16666666666667,0,No change needed,15,3,False,False,True,0
D Ground,396,33.47,5.0,0,Take small connecting roads,21,5,False,False,True,1
Ghulam Muhammad Abad,196,47.16,37.333333333333336,0,No change needed,16,5,False,True,False,0
Kohinoor City,138,11.68,47.0,0,No change needed,21,3,False,True,False,0
People's Colony,333,18.32,14.5,0,"Avoid peak hours, use Jaranwala Road",21,5,False,True,False,1
D Ground,255,77.27,27.5,0,Take small connecting roads,22,1,False,False,False,1
D Ground,246,23.01,29.0,0,No change needed,3,1,False,False,False,1
Ghulam Muhammad Abad,77,14.78,57.166666666666664,0,No change needed,23,2,True,False,False,0
Ghulam Muhammad Abad,292,16.86,21.333333333333336,0,Take side streets via Millat Road,20,4,True,False,False,1
Kohinoor City,106,52.48,52.33333333333333,0,No change needed,21,5,True,False,False,0
People's Colony,254,64.26,27.666666666666664,1,"Avoid peak hours, use Jaranwala Road",19,2,True,False,False,1
Madina Town,106,70.23,52.33333333333333,1,No change needed,17,0,False,False,False,0
Madina Town,330,58.31,15.0,0,Use Jaranwala Bypass,21,3,False,False,True,1
Madina Town,213,68.67,34.5,0,No change needed,14,1,False,False,False,1
Canal Road,40,64.05,63.333333333333336,0,No change needed,14,3,True,False,False,0
Susan Road,178,52.86,40.33333333333333,0,No change needed,12,2,False,False,False,0
Kohinoor City,31,31.0,64.83333333333333,0,No change needed,4,2,False,False,False,0
Susan Road,179,47.54,40.16666666666667,0,No change needed,15,4,True,False,False,0
Susan Road,157,19.75,43.83333333333333,0,No change needed,13,6,False,False,True,0
Susan Road,183,31.6,39.5,0,No change needed,2,3,False,False,True,0
Ghulam Muhammad Abad,148,41.06,45.33333333333333,0,No change needed,23,3,True,False,False,0
D Ground,141,30.02,46.5,0,No change needed,13,5,False,False,True,0
D Ground,62,34.66,59.666666666666664,1,No change needed,19,0,False,False,True,0
D Ground,155,61.53,44.16666666666667,0,No change needed,13,0,False,True,False,0
Kohinoor City,381,76.31,6.5,0,Divert via Satyana Road,4,4,False,False,True,1
Kohinoor City,299,72.82,20.166666666666664,0,Divert via Satyana Road,14,3,False,False,True,1
Canal Road,57,60.66,60.5,0,No change needed,21,3,True,False,False,0
Ghulam Muhammad Abad,232,47.65,31.333333333333336,0,No change needed,1,2,False,False,True,1
Madina Town,68,69.05,58.666666666666664,0,No change needed,0,1,True,False,False,0
Ghulam Muhammad Abad,241,43.26,29.833333333333336,0,No change needed,13,1,False,False,False,1
Kohinoor City,252,69.09,28.0,0,Divert via Satyana Road,3,6,False,False,False,1
Kohinoor City,176,73.07,40.66666666666667,1,No change needed,19,4,False,False,True,0
People's Colony,51,64.94,61.5,0,No change needed,21,5,False,True,False,0
Kohinoor City,335,29.2,14.166666666666664,0,Divert via Satyana Road,21,6,False,True,False,1
People's Colony,216,22.02,34.0,0,No change needed,16,4,False,True,False,1
Canal Road,98,33.58,53.66666666666667,0,No change needed,14,4,True,False,False,0
Kohinoor City,85,37.95,55.833333333333336,0,No change needed,22,1,False,False,False,0
Kohinoor City,199,77.22,36.833333333333336,1,No change needed,18,1,False,True,False,0
D Ground,322,69.32,16.333333333333336,0,Take small connecting roads,23,6,False,False,False,1
D Ground,103,13.18,52.83333333333333,0,No change needed,14,5,True,False,False,0
Madina Town,243,39.46,29.5,0,No change needed,23,1,False,False,True,1
D Ground,389,73.51,5.166666666666671,0,Take small connecting roads,2,6,False,False,False,1
Susan Road,299,42.1,20.166666666666664,0,Use Madina Town Bypass,13,6,False,True,False,1
Clock Tower,191,38.1,38.16666666666667,0,No change needed,2,4,False,False,False,0
Ghulam Muhammad Abad,38,25.16,63.666666666666664,1,No change needed,18,6,False,True,False,0
Madina Town,340,33.46,13.333333333333336,1,Use Jaranwala Bypass,17,1,False,True,False,1
Canal Road,243,44.46,29.5,1,No change needed,17,4,False,False,False,1
Madina Town,276,18.12,24.0,0,Use Jaranwala Bypass,12,5,False,False,True,1
Clock Tower,26,50.62,65.66666666666667,0,No change needed,23,6,False,False,True,0
D Ground,183,68.33,39.5,0,No change needed,15,0,True,False,False,0
Kohinoor City,103,12.43,52.83333333333333,0,No change needed,3,0,False,False,True,0
Susan Road,381,70.25,6.5,0,Use Madina Town Bypass,16,4,False,False,True,1
Kohinoor City,171,38.51,41.5,1,No change needed,17,4,False,True,False,0
Ghulam Muhammad Abad,112,68.62,51.33333333333333,0,No change needed,2,1,False,False,False,0
Canal Road,384,32.27,6.0,1,Use Expressway,17,4,False,True,False,1
Madina Town,201,43.96,36.5,1,No change needed,17,1,True,False,False,0
Clock Tower,314,75.46,17.666666666666664,0,Use Circular Road alternative,21,1,False,False,False,1
D Ground,392,25.4,5.0,0,Take small connecting roads,16,6,False,False,False,1
Madina Town,356,38.75,10.666666666666664,0,Use Jaranwala Bypass,13,3,True,False,False,1
Madina Town,275,39.29,24.166666666666664,0,Use Jaranwala Bypass,22,6,False,False,False,1
Madina Town,391,65.48,5.0,0,Use Jaranwala Bypass,20,1,False,False,True,1
Ghulam Muhammad Abad,29,71.83,65.16666666666667,0,No change needed,23,5,False,False,False,0
Clock Tower,371,16.58,8.166666666666664,0,Use Circular Road alternative,4,4,True,False,False,1
People's Colony,59,58.26,60.166666666666664,0,No change needed,23,4,False,False,True,0
Kohinoor City,187,19.68,38.83333333333333,0,No change needed,21,0,False,False,False,0
People's Colony,175,59.84,40.83333333333333,0,No change needed,20,2,False,False,True,0
Susan Road,208,61.19,35.333333333333336,1,No change needed,17,3,False,False,True,0
Madina Town,362,20.06,9.666666666666664,0,Use Jaranwala Bypass,4,1,False,False,False,1
Clock Tower,158,27.04,43.66666666666667,0,No change needed,16,5,False,False,False,0
Kohinoor City,39,37.22,63.5,0,No change needed,23,5,True,False,False,0
Susan Road,323,25.37,16.166666666666664,0,Use Madina Town Bypass,3,6,False,False,False,1
Canal Road,308,35.51,18.666666666666664,0,Use Expressway,2,6,False,True,False,1
Kohinoor City,142,74.13,46.33333333333333,0,No change needed,15,6,False,True,False,0
Susan Road,221,15.35,33.166666666666664,0,No change needed,13,6,False,False,True,1
D Ground,115,37.17,50.83333333333333,0,No change needed,14,2,False,True,False,0
Susan Road,301,29.44,19.833333333333336,0,Use Madina Town Bypass,4,3,False,False,False,1
Madina Town,193,54.32,37.833333333333336,0,No change needed,3,3,False,True,False,0
D Ground,156,32.22,44.0,0,No change needed,1,3,False,False,False,0
D Ground,45,40.06,62.5,0,No change needed,0,2,False,False,False,0
Kohinoor City,296,68.32,20.666666666666664,1,Divert via Satyana Road,18,5,False,True,False,1
Ghulam Muhammad Abad,321,58.55,16.5,0,Take side streets via Millat Road,16,4,True,False,False,1
D Ground,81,57.1,56.5,0,No change needed,3,3,True,False,False,0
D Ground,332,60.26,14.666666666666664,0,Take small connecting roads,12,0,True,False,False,1
Ghulam Muhammad Abad,226,12.68,32.333333333333336,1,No change needed,17,3,True,False,False,1
Susan Road,218,58.9,33.666666666666664,0,No change needed,21,5,False,False,False,1
People's Colony,199,77.93,36.833333333333336,0,No change needed,23,0,False,False,True,0
D Ground,211,74.2,34.833333333333336,0,No change needed,1,2,False,False,False,0
Ghulam Muhammad Abad,171,37.23,41.5,0,No change needed,20,1,False,False,False,0
Ghulam Muhammad Abad,80,11.37,56.666666666666664,0,No change needed,15,4,False,False,False,0
Clock Tower,300,66.83,20.0,1,Use Circular Road alternative,19,2,False,True,False,1
Ghulam Muhammad Abad,278,19.55,23.666666666666664,0,Take side streets via Millat Road,23,4,False,True,False,1
Clock Tower,70,41.89,58.333333333333336,0,No change needed,15,4,True,False,False,0
D Ground,314,27.32,17.666666666666664,0,Take small connecting roads,22,4,True,False,False,1
Kohinoor City,188,12.43,38.66666666666667,0,No change needed,16,1,False,False,True,0
Ghulam Muhammad Abad,337,52.44,13.833333333333336,0,Take side streets via Millat Road,12,2,False,False,False,1
Susan Road,346,40.0,12.333333333333336,0,Use Madina Town Bypass,2,3,False,True,False,1
Canal Road,259,14.57,26.833333333333336,0,Use Expressway,3,2,False,False,True,1
Susan Road,68,35.97,58.666666666666664,0,No change needed,3,4,False,False,True,0
Clock Tower,291,55.16,21.5,0,Use Circular Road alternative,3,6,False,True,False,1
Kohinoor City,320,66.26,16.666666666666664,0,Divert via Satyana Road,16,5,False,False,False,1
People's Colony,165,66.38,42.5,0,No change needed,12,6,False,False,False,0
D Ground,326,34.51,15.666666666666664,0,Take small connecting roads,4,3,False,False,False,1
Kohinoor City,97,40.81,53.83333333333333,0,No change needed,23,6,False,False,False,0
Susan Road,360,76.79,10.0,1,Use Madina Town Bypass,19,5,False,False,True,1
People's Colony,248,60.29,28.666666666666664,0,No change needed,3,5,True,False,False,1
Kohinoor City,126,10.42,49.0,0,No change needed,1,1,False,False,False,0
Clock Tower,62,74.67,59.666666666666664,0,No change needed,0,6,False,True,False,0
D Ground,21,16.32,66.5,0,No change needed,4,1,True,False,False,0
D Ground,83,35.02,56.166666666666664,0,No change needed,21,5,False,False,True,0
People's Colony,383,79.73,6.166666666666664,0,"Avoid peak hours, use Jaranwala Road",0,3,False,True,False,1
Ghulam Muhammad Abad,303,34.07,19.5,0,Take side streets via Millat Road,22,1,False,False,False,1
Clock Tower,238,42.76,30.333333333333336,0,No change needed,23,5,True,False,False,1
Ghulam Muhammad Abad,26,40.96,65.66666666666667,0,No change needed,23,0,False,False,False,0
Madina Town,108,22.78,52.0,0,No change needed,16,5,False,True,False,0
Ghulam Muhammad Abad,37,51.9,63.833333333333336,0,No change needed,4,4,False,False,False,0
People's Colony,299,73.02,20.166666666666664,0,"Avoid peak hours, use Jaranwala Road",16,6,False,False,True,1
Kohinoor City,158,22.95,43.66666666666667,0,No change needed,4,5,True,False,False,0
Canal Road,264,71.02,26.0,0,Use Expressway,1,2,False,False,True,1
Madina Town,168,13.99,42.0,0,No change needed,2,5,False,True,False,0
Susan Road,367,64.91,8.833333333333336,0,Use Madina Town Bypass,20,6,False,False,False,1
D Ground,200,24.52,36.666666666666664,0,No change needed,0,1,False,True,False,0
People's Colony,197,37.74,37.166666666666664,0,No change needed,23,3,False,False,True,0
Madina Town,296,18.04,20.666666666666664,0,Use Jaranwala Bypass,1,4,True,False,False,1
Ghulam Muhammad Abad,365,19.22,9.166666666666664,0,Take side streets via Millat Road,20,1,True,False,False,1
Madina Town,182,50.89,39.66666666666667,0,No change needed,13,3,False,False,False,0
Ghulam Muhammad Abad,218,29.89,33.666666666666664,0,No change needed,22,1,False,True,False,1
Canal Road,189,70.04,38.5,0,No change needed,13,4,False,False,True,0
People's Colony,228,65.38,32.0,0,No change needed,3,1,True,False,False,1
Ghulam Muhammad Abad,225,20.24,32.5,0,No change needed,13,1,False,False,False,1
People's Colony,271,29.51,24.833333333333336,0,"Avoid peak hours, use Jaranwala Road",13,4,False,False,False,1
Madina Town,179,62.88,40.16666666666667,0,No change needed,14,5,False,False,True,0
Kohinoor City,39,58.2,63.5,0,No change needed,12,3,False,False,True,0
People's Colony,275,57.21,24.166666666666664,1,"Avoid peak hours, use Jaranwala Road",17,0,False,True,False,1
People's Colony,215,20.65,34.166666666666664,1,No change needed,18,2,False,True,False,1
D Ground,157,43.04,43.83333333333333,0,No change needed,14,2,False,True,False,0
D Ground,81,28.59,56.5,0,No change needed,1,6,False,True,False,0
Kohinoor City,385,18.15,5.833333333333329,0,Divert via Satyana Road,22,2,False,True,False,1
Clock Tower,98,28.78,53.66666666666667,0,No change needed,23,0,True,False,False,0
People's Colony,315,77.51,17.5,0,"Avoid peak hours, use Jaranwala Road",21,2,False,True,False,1
Madina Town,221,57.18,33.166666666666664,1,No change needed,17,4,True,False,False,1
Clock Tower,326,54.97,15.666666666666664,1,Use Circular Road alternative,18,6,True,False,False,1
Susan Road,275,21.47,24.166666666666664,0,Use Madina Town Bypass,16,0,False,False,True,1
Clock Tower,259,36.9,26.833333333333336,0,Use Circular Road alternative,23,5,False,False,False,1
Madina Town,147,18.63,45.5,0,No change needed,13,2,False,True,False,0
Canal Road,265,69.56,25.833333333333336,0,Use Expressway,20,6,False,False,True,1
People's Colony,328,49.75,15.333333333333336,0,"Avoid peak hours, use Jaranwala Road",4,3,False,True,False,1
People's Colony,133,53.18,47.83333333333333,0,No change needed,14,3,False,True,False,0
Ghulam Muhammad Abad,240,52.09,30.0,0,No change needed,13,6,False,False,False,1
Kohinoor City,193,36.04,37.833333333333336,0,No change needed,2,0,False,False,True,0
Kohinoor City,254,79.98,27.666666666666664,0,Divert via Satyana Road,23,4,False,True,False,1
People's Colony,259,71.29,26.833333333333336,0,"Avoid peak hours, use Jaranwala Road",23,5,False,True,False,1
Kohinoor City,240,14.98,30.0,0,No change needed,13,3,False,False,True,1
Madina Town,57,17.17,60.5,0,No change needed,15,6,False,True,False,0
Susan Road,399,71.03,5.0,0,Use Madina Town Bypass,16,1,False,True,False,1
Susan Road,225,41.62,32.5,0,No change needed,22,6,False,True,False,1
Clock Tower,301,78.99,19.833333333333336,0,Use Circular Road alternative,3,6,True,False,False,1
Madina Town,372,44.93,8.0,0,Use Jaranwala Bypass,0,5,True,False,False,1
Clock Tower,341,14.94,13.166666666666664,0,Use Circular Road alternative,22,4,False,False,True,1
Kohinoor City,394,64.9,5.0,0,Divert via Satyana Road,2,2,False,False,True,1
D Ground,62,55.55,59.666666666666664,0,No change needed,16,6,False,True,False,0
D Ground,196,76.27,37.333333333333336,0,No change needed,13,1,False,False,False,0
Clock Tower,28,42.15,65.33333333333333,0,No change needed,23,6,False,False,False,0
Ghulam Muhammad Abad,194,24.82,37.666666666666664,0,No change needed,13,3,False,False,True,0
Canal Road,224,74.51,32.666666666666664,0,No change needed,16,4,True,False,False,1
Ghulam Muhammad Abad,48,38.7,62.0,0,No change needed,1,5,False,False,False,0
Madina Town,64,10.44,59.333333333333336,0,No change needed,21,4,False,True,False,0
Canal Road,240,42.03,30.0,0,No change needed,0,5,False,False,True,1
Susan Road,337,66.28,13.833333333333336,0,Use Madina Town Bypass,16,0,False,False,False,1
Kohinoor City,273,74.43,24.5,0,Divert via Satyana Road,12,1,False,False,False,1
Canal Road,317,26.25,17.166666666666664,0,Use Expressway,4,3,False,False,True,1
Clock Tower,126,17.52,49.0,1,No change needed,17,5,True,False,False,0
People's Colony,25,32.93,65.83333333333333,1,No change needed,18,2,False,False,True,0
Clock Tower,133,71.95,47.83333333333333,0,No change needed,2,1,True,False,False,0
Kohinoor City,323,40.54,16.166666666666664,0,Divert via Satyana Road,23,5,False,False,False,1
Madina Town,45,30.44,62.5,0,No change needed,1,4,False,True,False,0
Clock Tower,254,58.28,27.666666666666664,0,Use Circular Road alternative,20,4,True,False,False,1
Kohinoor City,247,20.58,28.833333333333336,1,No change needed,19,4,False,False,False,1
Canal Road,256,64.19,27.333333333333336,0,Use Expressway,3,0,False,False,True,1
Susan Road,325,63.53,15.833333333333336,0,Use Madina Town Bypass,13,0,True,False,False,1
People's Colony,356,12.92,10.666666666666664,0,"Avoid peak hours, use Jaranwala Road",20,6,False,True,False,1
Ghulam Muhammad Abad,66,17.61,59.0,0,No change needed,21,2,False,True,False,0
Susan Road,171,77.43,41.5,0,No change needed,16,4,True,False,False,0
D Ground,70,59.48,58.333333333333336,1,No change needed,19,3,False,True,False,0
Ghulam Muhammad Abad,343,32.63,12.833333333333336,0,Take side streets via Millat Road,15,5,True,False,False,1
Madina Town,275,60.37,24.166666666666664,0,Use Jaranwala Bypass,15,6,True,False,False,1
Ghulam Muhammad Abad,323,72.16,16.166666666666664,0,Take side streets via Millat Road,4,2,False,True,False,1
Kohinoor City,274,52.72,24.333333333333336,0,Divert via Satyana Road,23,5,False,False,True,1
Madina Town,353,59.82,11.166666666666664,0,Use Jaranwala Bypass,0,1,True,False,False,1
D Ground,97,17.32,53.83333333333333,0,No change needed,20,5,False,False,True,0
People's Colony,378,18.42,7.0,1,"Avoid peak hours, use Jaranwala Road",18,1,False,False,False,1
Kohinoor City,304,59.14,19.333333333333336,0,Divert via Satyana Road,1,1,False,False,False,1
Madina Town,272,70.97,24.666666666666664,0,Use Jaranwala Bypass,15,2,False,False,True,1
Susan Road,56,37.12,60.666666666666664,0,No change needed,3,0,False,True,False,0
Madina Town,141,15.27,46.5,0,No change needed,22,3,False,True,False,0
Susan Road,133,28.77,47.83333333333333,0,No change needed,4,5,False,False,False,0
Susan Road,277,15.22,23.833333333333336,0,Use Madina Town Bypass,2,1,True,False,False,1
Susan Road,387,69.33,5.5,0,Use Madina Town Bypass,21,2,False,True,False,1
Canal Road,310,52.92,18.333333333333336,0,Use Expressway,2,0,True,False,False,1
People's Colony,144,15.62,46.0,0,No change needed,16,1,False,False,True,0
Clock Tower,231,46.37,31.5,1,No change needed,17,4,True,False,False,1
D Ground,391,12.08,5.0,1,Take small connecting roads,18,2,True,False,False,1
Canal Road,210,67.17,35.0,0,No change needed,1,5,False,False,True,0
D Ground,20,20.85,66.66666666666667,1,No change needed,19,5,False,True,False,0
Canal Road,272,60.44,24.666666666666664,0,Use Expressway,2,1,False,True,False,1
Canal Road,142,46.88,46.33333333333333,0,No change needed,22,4,False,False,False,0
People's Colony,119,53.46,50.16666666666667,0,No change needed,1,1,False,False,False,0
Canal Road,393,24.43,5.0,0,Use Expressway,21,3,False,True,False,1
Kohinoor City,316,34.38,17.333333333333336,0,Divert via Satyana Road,23,4,False,True,False,1
Clock Tower,254,40.16,27.666666666666664,0,Use Circular Road alternative,21,2,False,False,True,1
Kohinoor City,37,18.47,63.833333333333336,0,No change needed,20,5,True,False,False,0
People's Colony,285,15.98,22.5,0,"Avoid peak hours, use Jaranwala Road",1,3,False,False,True,1
Susan Road,207,22.12,35.5,1,No change needed,18,4,False,True,False,0
Ghulam Muhammad Abad,66,67.6,59.0,0,No change needed,14,0,True,False,False,0
D Ground,94,65.17,54.333333333333336,0,No change needed,20,0,False,False,False,0
Ghulam Muhammad Abad,68,61.56,58.666666666666664,0,No change needed,16,6,False,False,True,0
People's Colony,240,29.6,30.0,1,No change needed,19,2,False,False,False,1
Madina Town,311,70.62,18.166666666666664,0,Use Jaranwala Bypass,4,5,False,False,False,1
Madina Town,348,29.04,12.0,0,Use Jaranwala Bypass,21,0,False,False,False,1
D Ground,388,63.76,5.333333333333329,0,Take small connecting roads,14,3,False,False,False,1
D Ground,175,31.05,40.83333333333333,0,No change needed,2,4,True,False,False,0
Clock Tower,247,29.65,28.833333333333336,0,No change needed,14,1,False,False,False,1
Susan Road,158,74.96,43.66666666666667,0,No change needed,15,5,False,True,False,0
Madina Town,28,39.82,65.33333333333333,0,No change needed,3,5,False,False,False,0
Kohinoor City,364,26.29,9.333333333333336,0,Divert via Satyana Road,13,3,False,False,False,1
Madina Town,231,38.07,31.5,0,No change needed,13,1,True,False,False,1
People's Colony,43,48.33,62.833333333333336,0,No change needed,20,1,False,False,False,0
Canal Road,147,41.52,45.5,0,No change needed,3,5,False,False,False,0
Canal Road,347,66.2,12.166666666666664,0,Use Expressway,16,6,False,True,False,1
Ghulam Muhammad Abad,364,55.31,9.333333333333336,0,Take side streets via Millat Road,21,5,False,False,False,1
Madina Town,357,50.32,10.5,0,Use Jaranwala Bypass,1,6,False,False,False,1
Clock Tower,258,49.49,27.0,0,Use Circular Road alternative,22,0,False,False,False,1
Susan Road,58,65.89,60.333333333333336,1,No change needed,17,3,False,False,False,0
Ghulam Muhammad Abad,123,74.98,49.5,0,No change needed,2,1,True,False,False,0
Susan Road,140,49.58,46.66666666666667,0,No change needed,15,0,False,False,True,0
People's Colony,55,57.55,60.833333333333336,0,No change needed,16,3,False,False,False,0
People's Colony,121,34.59,49.83333333333333,0,No change needed,22,5,True,False,False,0
Kohinoor City,240,25.94,30.0,0,No change needed,4,4,False,False,False,1
Kohinoor City,296,50.64,20.666666666666664,1,Divert via Satyana Road,19,2,False,False,True,1
Susan Road,114,34.44,51.0,0,No change needed,4,4,False,True,False,0
Kohinoor City,41,20.59,63.166666666666664,0,No change needed,16,1,True,False,False,0
Madina Town,248,61.74,28.666666666666664,0,No change needed,16,4,True,False,False,1
Madina Town,298,53.51,20.333333333333336,0,Use Jaranwala Bypass,20,1,False,False,False,1
Susan Road,144,50.33,46.0,0,No change needed,3,4,True,False,False,0
Susan Road,123,64.37,49.5,0,No change needed,0,6,False,True,False,0
People's Colony,367,31.37,8.833333333333336,1,"Avoid peak hours, use Jaranwala Road",18,0,False,False,False,1
Susan Road,43,61.64,62.833333333333336,0,No change needed,12,4,False,True,False,0
People's Colony,25,72.98,65.83333333333333,0,No change needed,2,2,False,False,False,0
Susan Road,146,14.83,45.66666666666667,0,No change needed,2,2,False,True,False,0
Ghulam Muhammad Abad,49,56.2,61.833333333333336,0,No change needed,13,6,False,False,True,0
Madina Town,172,73.42,41.33333333333333,0,No change needed,16,5,False,True,False,0
D Ground,48,13.55,62.0,0,No change needed,0,4,False,True,False,0
Susan Road,344,79.8,12.666666666666664,0,Use Madina Town Bypass,14,0,True,False,False,1
Kohinoor City,157,17.67,43.83333333333333,0,No change needed,4,4,True,False,False,0
Madina Town,70,73.05,58.333333333333336,1,No change needed,19,2,False,True,False,0
Madina Town,237,56.09,30.5,1,No change needed,18,3,False,True,False,1
Kohinoor City,334,71.33,14.333333333333336,0,Divert via Satyana Road,1,5,False,True,False,1
Susan Road,175,51.88,40.83333333333333,0,No change needed,13,0,False,False,True,0
D Ground,322,30.11,16.333333333333336,0,Take small connecting roads,20,2,False,False,False,1
Susan Road,164,39.17,42.66666666666667,1,No change needed,17,5,False,False,False,0
Canal Road,130,68.31,48.33333333333333,0,No change needed,15,1,False,False,False,0
Kohinoor City,305,69.65,19.166666666666664,0,Divert via Satyana Road,0,0,False,False,True,1
Madina Town,125,57.81,49.16666666666667,0,No change needed,23,5,True,False,False,0
Clock Tower,336,70.52,14.0,1,Use Circular Road alternative,18,5,False,True,False,1
People's Colony,222,47.9,33.0,0,No change needed,12,1,True,False,False,1
Canal Road,166,35.3,42.33333333333333,0,No change needed,20,2,True,False,False,0
Ghulam Muhammad Abad,266,12.81,25.666666666666664,0,Take side streets via Millat Road,0,0,True,False,False,1
Kohinoor City,362,22.52,9.666666666666664,0,Divert via Satyana Road,12,6,False,False,False,1
Kohinoor City,117,34.5,50.5,0,No change needed,0,6,False,False,True,0
Madina Town,361,54.12,9.833333333333336,1,Use Jaranwala Bypass,18,4,False,True,False,1
Clock Tower,315,76.08,17.5,0,Use Circular Road alternative,20,5,False,True,False,1
People's Colony,97,47.38,53.83333333333333,0,No change needed,1,6,False,True,False,0
Susan Road,371,59.56,8.166666666666664,1,Use Madina Town Bypass,19,0,False,False,True,1
Susan Road,315,30.7,17.5,1,Use Madina Town Bypass,17,3,False,False,True,1
People's Colony,367,58.36,8.833333333333336,0,"Avoid peak hours, use Jaranwala Road",3,1,False,False,True,1
Clock Tower,163,49.03,42.83333333333333,0,No change needed,20,5,False,True,False,0
Clock Tower,187,23.56,38.83333333333333,0,No change needed,14,5,True,False,False,0
Clock Tower,143,10.65,46.16666666666667,0,No change needed,20,6,False,False,True,0
Ghulam Muhammad Abad,40,72.07,63.333333333333336,0,No change needed,0,6,True,False,False,0
Susan Road,136,15.96,47.33333333333333,1,No change needed,18,6,True,False,False,0
Susan Road,213,62.06,34.5,0,No change needed,22,2,False,False,False,1
Madina Town,319,74.7,16.833333333333336,0,Use Jaranwala Bypass,1,5,False,False,True,1
D Ground,361,27.25,9.833333333333336,0,Take small connecting roads,13,6,True,False,False,1
Clock Tower,177,45.61,40.5,0,No change needed,21,6,True,False,False,0
Ghulam Muhammad Abad,315,59.2,17.5,1,Take side streets via Millat Road,19,5,False,False,True,1
Clock Tower,100,36.91,53.33333333333333,0,No change needed,3,3,False,True,False,0
Madina Town,397,18.06,5.0,0,Use Jaranwala Bypass,2,1,False,False,True,1
Canal Road,97,63.75,53.83333333333333,0,No change needed,14,6,False,False,False,0
Clock Tower,257,57.36,27.166666666666664,0,Use Circular Road alternative,14,4,True,False,False,1
Susan Road,178,18.7,40.33333333333333,0,No change needed,13,3,False,False,True,0
Clock Tower,141,39.01,46.5,0,No change needed,16,3,False,False,True,0
D Ground,279,72.63,23.5,0,Take small connecting roads,4,6,True,False,False,1
D Ground,110,59.83,51.66666666666667,0,No change needed,20,4,False,True,False,0
Canal Road,345,49.58,12.5,1,Use Expressway,19,4,False,False,False,1
Susan Road,29,64.05,65.16666666666667,0,No change needed,22,4,False,False,False,0
D Ground,279,46.66,23.5,0,Take small connecting roads,22,0,False,True,False,1
Susan Road,60,64.28,60.0,0,No change needed,16,5,False,False,True,0
Canal Road,93,24.98,54.5,0,No change needed,4,5,False,True,False,0
Madina Town,105,11.91,52.5,1,No change needed,19,2,False,False,False,0
Canal Road,206,55.02,35.666666666666664,0,No change needed,15,5,False,False,False,0
People's Colony,21,65.77,66.5,0,No change needed,22,5,False,False,False,0
Susan Road,133,50.57,47.83333333333333,0,No change needed,23,3,True,False,False,0
Clock Tower,384,29.04,6.0,1,Use Circular Road alternative,18,3,False,True,False,1
Canal Road,203,36.01,36.166666666666664,0,No change needed,1,2,False,True,False,0
Madina Town,193,12.89,37.833333333333336,1,No change needed,18,0,False,False,False,0
People's Colony,336,69.47,14.0,0,"Avoid peak hours, use Jaranwala Road",3,0,True,False,False,1
Ghulam Muhammad Abad,368,79.36,8.666666666666664,0,Take side streets via Millat Road,14,1,True,False,False,1
Madina Town,63,77.28,59.5,0,No change needed,22,5,False,False,False,0
Madina Town,320,27.4,16.666666666666664,0,Use Jaranwala Bypass,1,6,False,False,False,1
Kohinoor City,364,49.38,9.333333333333336,0,Divert via Satyana Road,13,5,False,False,False,1
People's Colony,186,28.12,39.0,0,No change needed,16,0,False,True,False,0
Susan Road,46,33.15,62.333333333333336,0,No change needed,16,2,False,False,True,0
Ghulam Muhammad Abad,341,51.98,13.166666666666664,0,Take side streets via Millat Road,12,1,True,False,False,1
Ghulam Muhammad Abad,31,45.66,64.83333333333333,1,No change needed,17,5,True,False,False,0
